Expiry,Strike,Call,Put,Repo+Dividend,Forward,Volatility
0.6,7850.00,442.51,306.82,0.0004736953166162496,7987.506054807454,0.1538042302119746
0.6,7900.00,411.57,325.22,0.0004736953166162496,7987.506054807454,0.15169731252413624
0.6,7950.00,382.11,345.10,0.0004736953166162496,7987.506054807454,0.1497989655936259
0.6,8000.00,353.67,366.00,0.0004736953166162496,7987.506054807454,0.14789456354062905
0.6,8050.00,326.46,388.14,0.0004736953166162496,7987.506054807454,0.14604367054942072
0.6,8100.00,301.60,412.62,0.0004736953166162496,7987.506054807454,0.14471752803267848
0.6,8150.00,276.95,437.31,0.0004736953166162496,7987.506054807454,0.1430269834505107
0.6,8200.00,253.75,463.45,0.0004736953166162496,7987.506054807454,0.14147590639782878
0.6,8300.00,211.14,519.54,0.0004736953166162496,7987.506054807454,0.13854730363795115
0.6,8400.00,173.64,580.71,0.0004736953166162496,7987.506054807454,0.13587879136645234
0.8493150684931506,7800.00,562.56,363.16,0.013566949744605766,8003.003133181483,0.16021452629210647
0.8493150684931506,7850.00,530.63,380.34,0.013566949744605766,8003.003133181483,0.15816424791207237
0.8493150684931506,7900.00,500.27,399.09,0.013566949744605766,8003.003133181483,0.15640209928128487
0.8493150684931506,7950.00,471.01,418.95,0.013566949744605766,8003.003133181483,0.1547526746577135
0.8493150684931506,8000.00,442.84,439.89,0.013566949744605766,8003.003133181483,0.15319621753988505
0.8493150684931506,8050.00,415.51,461.68,0.013566949744605766,8003.003133181483,0.151608367844758
0.8493150684931506,8100.00,389.91,485.19,0.013566949744605766,8003.003133181483,0.1503227158771534
0.8493150684931506,8150.00,364.60,508.99,0.013566949744605766,8003.003133181483,0.1488367857128415
0.8493150684931506,8200.00,340.38,533.89,0.013566949744605766,8003.003133181483,0.14742346474234339
0.8493150684931506,8300.00,294.89,586.63,0.013566949744605766,8003.003133181483,0.14468978089947465
0.8493150684931506,8400.00,253.61,643.58,0.013566949744605766,8003.003133181483,0.14216650121653795
1.0986301369863014,7000.00,1222.92,207.09,0.0032943171846357847,8039.001859934069,0.1890691301027987
1.0986301369863014,7200.00,1065.31,245.03,0.0032943171846357847,8039.001859934069,0.18132204763890583
1.0986301369863014,7400.00,915.25,290.50,0.0032943171846357847,8039.001859934069,0.17397026265264154
1.0986301369863014,7600.00,773.92,344.71,0.0032943171846357847,8039.001859934069,0.16698949637616545
1.0986301369863014,7800.00,642.93,409.26,0.0032943171846357847,8039.001859934069,0.1604675004860876
1.0986301369863014,8000.00,524.12,485.99,0.0032943171846357847,8039.001859934069,0.15456316866827005
1.0986301369863014,8200.00,418.89,576.29,0.0032943171846357847,8039.001859934069,0.14921439319192442
1.0986301369863014,8400.00,327.80,680.75,0.0032943171846357847,8039.001859934069,0.14445954636483382
1.0986301369863014,8600.00,251.07,799.55,0.0032943171846357847,8039.001859934069,0.14032222205417225
1.0986301369863014,8800.00,188.01,932.04,0.0032943171846357847,8039.001859934069,0.13668940358436557
1.0986301369863014,9200.00,99.44,1234.55,0.0032943171846357847,8039.001859934069,0.13119452035474774
1.347945205479452,7000.00,1174.58,268.49,0.07517558633235184,7931.0011110967025,0.1848170388933876
1.347945205479452,7200.00,1025.07,313.64,0.07517558633235184,7931.0011110967025,0.17787449585381165
1.347945205479452,7400.00,883.40,366.61,0.07517558633235184,7931.0011110967025,0.17128353374135383
1.347945205479452,7600.00,750.75,428.61,0.07517558633235184,7931.0011110967025,0.16508325630439852
1.347945205479452,7800.00,628.65,501.16,0.07517558633235184,7931.0011110967025,0.1593998341046536
1.347945205479452,8000.00,518.06,585.21,0.07517558633235184,7931.0011110967025,0.15415457696640156
1.347945205479452,8200.00,419.88,681.68,0.07517558633235184,7931.0011110967025,0.14933136119761503
1.347945205479452,8400.00,335.02,791.47,0.07517558633235184,7931.0011110967025,0.14518689543088284
1.347945205479452,8800.00,202.54,1048.28,0.07517558633235184,7931.0011110967025,0.1382765424328749
1.347945205479452,9200.00,115.30,1350.34,0.07517558633235184,7931.0011110967025,0.13334023048732846
1.347945205479452,9600.00,63.16,1687.49,0.07517558633235184,7931.0011110967025,0.13040538578690278
1.5972602739726027,7000.00,1229.62,315.04,0.015306443580758418,7944.003267702647,0.1863835905434846
1.5972602739726027,7200.00,1084.11,363.30,0.015306443580758418,7944.003267702647,0.18004731768712073
1.5972602739726027,7400.00,946.80,419.75,0.015306443580758418,7944.003267702647,0.17426134281323194
1.5972602739726027,7600.00,818.51,485.23,0.015306443580758418,7944.003267702647,0.1689893926960293
1.5972602739726027,7800.00,700.01,560.50,0.015306443580758418,7944.003267702647,0.16420159428548867
1.5972602739726027,8000.00,591.90,646.15,0.015306443580758418,7944.003267702647,0.15980367386610972
1.5972602739726027,8200.00,494.57,742.59,0.015306443580758418,7944.003267702647,0.1556717782350446
1.5972602739726027,8400.00,408.22,850.01,0.015306443580758418,7944.003267702647,0.15193801890492728
1.5972602739726027,8800.00,267.87,1097.20,0.015306443580758418,7944.003267702647,0.1455435956157649
1.5972602739726027,9200.00,169.78,1386.64,0.015306443580758418,7944.003267702647,0.14127097689894563
1.5972602739726027,9600.00,115.92,1720.32,0.015306443580758418,7944.003267702647,0.1432006778556896
1.8465753424657534,7000.00,1289.32,354.00,0.008671541916625497,7969.997616088949,0.18737267857244164
1.8465753424657534,7200.00,1147.93,405.47,0.008671541916625497,7969.997616088949,0.18184565929102783
1.8465753424657534,7400.00,1014.21,464.59,0.008671541916625497,7969.997616088949,0.17676456596979873
1.8465753424657534,7600.00,888.80,532.03,0.008671541916625497,7969.997616088949,0.17210712105412873
1.8465753424657534,7800.00,772.26,608.34,0.008671541916625497,7969.997616088949,0.16784361873549117
1.8465753424657534,8000.00,665.04,693.97,0.008671541916625497,7969.997616088949,0.16391593384917566
1.8465753424657534,8200.00,567.71,789.49,0.008671541916625497,7969.997616088949,0.16020430040124436
1.8465753424657534,8400.00,480.55,895.17,0.008671541916625497,7969.997616088949,0.15692290374216866
1.8465753424657534,8800.00,336.04,1136.36,0.008671541916625497,7969.997616088949,0.1515190730600896
1.8465753424657534,9200.00,228.31,1414.32,0.008671541916625497,7969.997616088949,0.14750584838155248
1.8465753424657534,9600.00,154.30,1726.02,0.008671541916625497,7969.997616088949,0.14561158020576573
2.8438356164383563,6000.00,2106.45,311.92,0.03189524260627463,7897.997805220075,0.21873284024488862
2.8438356164383563,6400.00,1793.94,377.61,0.03189524260627463,7897.997805220075,0.20422478140929629
2.8438356164383563,6800.00,1501.32,463.18,0.03189524260627463,7897.997805220075,0.1919080310656539
2.8438356164383563,7200.00,1233.36,573.41,0.03189524260627463,7897.997805220075,0.1816988770021299
2.8438356164383563,7600.00,993.68,711.93,0.03189524260627463,7897.997805220075,0.17333015114393324
2.8438356164383563,8000.00,784.93,881.37,0.03189524260627463,7897.997805220075,0.16641733647261492
2.8438356164383563,8400.00,608.42,1083.05,0.03189524260627463,7897.997805220075,0.16050604736970772
2.8438356164383563,8800.00,463.65,1316.47,0.03189524260627463,7897.997805220075,0.15587959747576685
2.8438356164383563,9600.00,260.63,1869.84,0.03189524260627463,7897.997805220075,0.15020228486289414
2.8438356164383563,10400.00,160.70,2526.30,0.03189524260627463,7897.997805220075,0.15327177405702297
2.8438356164383563,11200.00,98.55,3220.53,0.03189524260627463,7897.997805220075,0.15583292036899196
3.841095890410959,5600.00,2449.91,344.26,0.026501085832866464,7872.999595338479,0.22807362309417023
3.841095890410959,6400.00,1848.90,484.35,0.026501085832866464,7872.999595338479,0.20158472917701103
3.841095890410959,6800.00,1573.82,579.82,0.026501085832866464,7872.999595338479,0.190771127211853
3.841095890410959,7200.00,1320.18,696.73,0.026501085832866464,7872.999595338479,0.18149943981174801
3.841095890410959,7600.00,1090.34,837.44,0.026501085832866464,7872.999595338479,0.17357562148435685
3.841095890410959,8000.00,886.26,1003.91,0.026501085832866464,7872.999595338479,0.16664853408340796
3.841095890410959,8400.00,711.59,1199.79,0.026501085832866464,7872.999595338479,0.1608175972897504
3.841095890410959,8800.00,566.58,1425.33,0.026501085832866464,7872.999595338479,0.15652945129574972
3.841095890410959,9600.00,361.14,1960.99,0.026501085832866464,7872.999595338479,0.15284744236027548
3.841095890410959,10400.00,249.75,2590.70,0.026501085832866464,7872.999595338479,0.1564260549456455
3.841095890410959,11200.00,164.79,3246.84,0.026501085832866464,7872.999595338479,0.15705275136676763
4.857534246575343,5600.00,2443.83,406.46,0.0269315707982242,7847.4928623996675,0.21990520213955503
4.857534246575343,6400.00,1882.21,570.05,0.0269315707982242,7847.4928623996675,0.19825381186336657
4.857534246575343,6800.00,1626.13,676.57,0.0269315707982242,7847.4928623996675,0.18938069065299853
4.857534246575343,7200.00,1388.94,801.98,0.0269315707982242,7847.4928623996675,0.18158364491811477
4.857534246575343,7600.00,1172.12,947.76,0.0269315707982242,7847.4928623996675,0.17473390436982925
4.857534246575343,8000.00,977.10,1115.35,0.0269315707982242,7847.4928623996675,0.1684875672822839
4.857534246575343,8400.00,808.07,1308.91,0.0269315707982242,7847.4928623996675,0.16317094186121125
4.857534246575343,8800.00,665.26,1528.71,0.0269315707982242,7847.4928623996675,0.15924686766862717
4.857534246575343,9600.00,450.36,2039.01,0.0269315707982242,7847.4928623996675,0.15487334833105806
4.857534246575343,10400.00,312.97,2626.83,0.0269315707982242,7847.4928623996675,0.1545804072541641
